Symbol,mean_rank
PSMB8,10690.0
PQLC1,3124.0
PPM1G,12122.0
PRPF40A,9712.0
PRSS41,776.0
PRSS23,13456.5
PRSS27,6929.5
PROSER1,8279.0
PROSER2,7769.0
PRTN3,13033.5
PSMA5,14129.5
PSMA3,13683.0
PSMA6,16505.5
PSMA4,12420.0
PSMD2,14780.5
PSMD5,10658.0
PTTG3P,803.0
GART,18499.0
PFAS,12195.0
PPP1R26,7612.5
PPP1R27,5349.0
ELFN2,5228.5
PPP5C,13103.5
PRKX,10450.5
PROX1,18487.0
PROX2,7069.5
PRPF19,15450.5
PRPF6,8156.5
PRR32,5474.0
PRR33,10780.5
PRR34,5317.0
PRUNE2,8263.0
PVALB,12793.5
PSORS1C1,14804.5
PSMA2,6075.0
RPL13A,12973.5
POU2F1,9957.5
PODN,8575.5
POU2F3,13667.0
POU3F1,13556.0
ERVK-8,644.0
PPP1R1A,13328.5
PSTPIP1,17248.5
PQLC3,5100.5
PRAMEF33,593.0
PRAC2,10560.0
PRDM16,11642.5
ARL6IP5,13007.5
PRAMEF12,7892.5
PRAMEF14,5249.0
PITRM1,10832.5
PRAMEF2,7698.5
PRPF38A,10672.0
PRDM7,7740.0
PRDM12,9357.5
PPP1R15A,17836.0
PRELP,14059.0
PRICKLE4,9354.5
PRELID2,9080.5
PRKN,16510.5
PTPN12,12804.0
PTPN13,15586.0
PTPN14,14332.5
PTPN18,9571.5
PTPN1,15316.5
PTPN20,11698.5
PTPN21,5076.5
PTPN23,8754.0
PTMS,14444.5
PTN,13850.5
PTPN5,12587.0
PTPN6,17226.5
PTPRA,16402.0
PTPRJ,13545.0
PTPRM,13373.0
PSMB3,10388.5
PSMD14,9725.5
PTPN22,10986.5
PTPN4,10117.0
PTPDC1,7005.0
PTPRC,11896.0
PTPMT1,11205.5
PTPRH,6509.0
PTRHD1,7077.5
PTPRT,6038.5
PTX3,14561.5
PUF60,13303.5
PUM3,16998.5
PVALEF,466.0
PWWP2B,5355.0
PWP2,14515.0
PRXL2A,10783.5
PRXL2C,8911.0
LGALS14,11659.5
PPP1R21,10945.5
PPP1R3E,8760.5
PPM1D,12945.0
GRK1,13503.5
PFN3,8643.0
PFN1,14471.0
PFN2,11513.0
PROK1,10329.0
OPRPN,15565.0
CFP,15420.0
PRORY,527.0
PROS1,18519.5
PRPH2,13116.5
PRPF4,9683.0
PRPF3,11456.5
PRRC1,8884.0
PRR12,9167.5
PRR18,8038.5
PRR5,11846.0
PRRT3,12040.0
PRR9,9370.5
PRRX2,9378.5
PRSS35,11890.0
PRSS37,4931.5
PRSS58,15132.0
PSMC5,15101.5
PSMC2,10802.0
PRRT1B,867.0
PRTG,11559.0
PRORSD1P,858.0
PSORS1C2,13217.5
PRY,834.0
PSMA7,10082.0
PPOX,13868.5
PPM1L,11458.0
PPY2P,698.0
PPP1R3F,14632.5
PRX,8482.0
PRAF2,14470.0
PRDX5,13863.0
PRDM5,8386.5
PRPF38B,11569.0
PRDX1,13825.5
PPP1R15B,11445.0
PRDX3,15382.5
PRICKLE1,9761.0
PRICKLE3,9711.5
PRL,18266.5
PRNP,18662.0
PRM2,13877.5
PRM3,14479.0
PRKRA,16181.5
PRKY,755.0
PROK2,14931.5
PRR4,16979.5
PROM1,15193.0
PROM2,7149.5
PROP1,12725.0
PROZ,14348.0
RPL10,11998.0
PRPF31,14230.0
CDC40,10496.5
PRPF18,12657.0
PRPF39,11174.5
PRPS1,14623.0
PRR22,10924.5
PRPS1L1,14820.0
PRR30,8420.0
PRR36,7993.5
PRLH,11936.5
PRRT1,8712.0
PRR19,8811.5
PRRT2,13175.5
PRRT4,9776.0
PRSS55,9208.5
PRSS56,13763.5
PRSS57,15451.0
PRSS38,10561.0
SGK2,4890.0
SMC1B,7820.0
RPS11,6934.5
SUPT3H,3755.0
SUZ12,17444.0
SV2A,9769.0
SV2B,10643.0
SOWAHB,3029.5
SOWAHC,2406.0
RPS6,12561.0
RPTOR,18020.0
SPINT4,4227.5
SPRY1,13748.5
SRSF8,9188.5
SUN5,6804.0
SUOX,10546.0
RPS20,8725.0
SLC50A1,7332.0
SYT14P1,265.0
RPRD1A,8452.0
RPS12,9900.0
SRP54,11894.0
SRPK1,12244.0
SRPX,4066.0
SRRD,9976.5
SRRM1,11023.5
SRRM4,6771.0
SRSF1,15146.0
SRSF3,9323.0
SRSF9,12475.5
ERVH48-1,235.0
RPS3,19066.0
RPS4Y2,304.0
RPS4X,11647.5
SUV39H2,7232.0
SOWAHD,3039.0
DAP3,14251.0
RTKN2,7201.5
MRPS36,4072.5
RTN4R,10054.5
RUNX2,12534.5
SNRPE,7798.0
SLC22A9,12999.0
SLC12A5,12999.0
SLC25A41,7456.5
SLC26A6,17159.0
SLC39A2,15828.0
SLC35D3,12922.0
SLC35A3,14979.5
SLC39A11,10467.5
SLC25A48,11606.0
SAAL1,12289.5
SLC36A4,15445.5
SAE1,16133.0
SAA2,9478.0
SLC6A15,10583.0
SRD5A1,12919.5
SART3,8516.0
SATB1,18349.5
SAMD12,13813.0
SBSN,15551.5
SEC22B,14428.0
SCYGR6,1237.0
SCYGR7,1236.0
SLC25A25,12880.0
SLC25A23,10333.0
SCIMP,7643.0
SCML1,7338.5
SCN4B,9991.5
TET1,15760.5
SCLY,6505.0
TENT5B,4325.0
SCP2D1,8302.0
SCAND2P,965.0
SCRN1,7202.0
TEX11,5638.0
SCARB1,10725.5
MRPS6,9975.5
MRPS34,4584.0
RTL8A,2074.0
SNRPB2,3421.0
SNRPC,9210.5
RUSC1-AS1,1018.0
RPUSD2,4217.5
RUNX3,14945.5
RWDD2A,6621.5
RYR1,12058.0
SEC14L3,6544.0
S100A7,9626.5
S100A7A,6229.5
S100A7L2,8694.5
SLC22A2,15993.5
SLC15A2,14096.5
SLC25A40,15964.0
SLC22A15,12270.5
SLC25A36,8682.0
SLC17A4,12333.0
SLC35E3,3565.0
SLC29A2,9915.5
SLC29A3,17163.0
SLC22A6,10791.0
S100A12,15685.0
SLC35B3,13795.0
SLC22A24,8917.0
S100A1,14187.5
SLC35G5,8256.0
SLC35G6,2542.0
SLC46A3,11246.5
SLC39A14,12383.5
SLC40A1,17505.5
SLC28A2,15563.5
SAFB,15070.5
SPACA6,928.0
SPACA9,3613.0
UBA2,9852.0
SLC52A3,8317.0
AHCYL1,12663.5
SASH1,7153.5
SAMD9L,6298.0
TBX21,10068.5
SLC5A10,6830.5
P3H4,8446.5
SEC22C,2639.0
SCFD1,6534.0
SCAF11,9212.5
SCG2,9301.5
SEC61B,4841.0
SLC6A6,15666.5
SCYGR1,1115.0
SCYGR2,1181.0
SLC25A24,5294.0
SCNM1,11239.5
SCNN1A,15845.5
TET2,17977.5
SCNN1G,18269.0
SCN2A,19320.5
RUFY1,11918.0
SNRPA1,17355.5
RTL9,13018.5
MRPS26,12256.5
RUSC1,11133.5
SLC22A12,19420.0
SLC25A34,6849.5
SLC15A4,16966.0
SLC26A4,14985.0
SLC26A5,16470.0
SLC25A44,6305.5
SLC22A20P,1033.0
SLC38A2,14127.0
SLC12A7,15742.0
SLC35B4,7610.0
SLC13A1,16478.5
SEC23IP,10711.0
SLC49A3,2057.5
SLC28A1,9202.0
SLC7A13,7319.0
SLC7A14,5642.0
SLC36A2,7433.0
SACM1L,9274.0
SLC4A7,9841.5
SAR1A,9430.5
SALL2,16884.0
SALL4,11910.0
GM2A,11275.0
SAMD10,8041.0
UTP3,5405.5
SAMHD1,14716.0
PSAP,17871.0
SBNO2,8012.5
SEC23A,14246.0
SELENBP1,12808.0
MRPS21,9126.0
RTTN,13272.5
RUNDC1,6507.0
RUBCNL,12675.5
RUVBL1,17250.5
RWDD1,11443.5
RWDD3,13725.5
S100A2,13417.0
S100A3,15184.0
RXYLT1,11710.5
SEC14L5,7805.0
SEC14L6,6023.0
SLC22A10,10351.0
RYR3,12867.0
S100A11,17979.5
SLC35F3,4488.5
SLC25A38,7586.5
RYDEN,4164.5
S100P,10236.0
SPATA31A3,2014.5
SLC12A8,10960.5
SLC38A5,11116.0
SPATA31D4,1275.0
SLC27A2,15090.0
SLC23A3,12167.5
SLC38A8,13584.5
SH3TC2,13149.0
SLC27A5,17198.5
SLC4A10,7745.5
SLC39A12,14651.0
SLC38A11,6308.0
SEC61A1,18946.5
TUBB1,15312.0
SLC4A5,8596.0
SPACA4,11251.5
INPP5F,2992.5
SAA4,12742.0
SAGE1,14052.5
TBX1,16065.5
SAMD3,8089.0
SAMD14,3259.5
SAXO2,4351.5
SLC5A8,14999.5
SNRPB,8457.5
MRPS30,12140.0
MRPL57,1128.5
RUNDC3B,13014.0
RUSC2,3389.0
RPUSD3,2349.5
RPUSD4,9188.5
TAGAP,5579.5
SLC22A3,16499.0
RAX,11660.5
S1PR5,14876.5
S100B,17575.0
SLC22A7,17487.0
SLC39A10,14023.0
SLC25A47,5289.0
SLC6A19,8456.0
SLC25A51,10515.0
SLC27A6,13865.5
SLC25A52,1743.5
SLC26A11,6469.5
SLC26A1,7836.0
SLC6A11,18036.0
SLC6A12,16702.5
SLC52A1,12247.5
SAC3D1,10900.5
AHCY,15395.0
SARAF,10497.0
SAR1B,9963.0
RSPO1,18044.0
RSPO3,12750.0
MRPS11,5485.0
TAF9,1414.0
RWDD4,2493.0
RXFP1,8461.0
RXFP2,7557.5
SLC18B1,2720.5
SEC14L1,5071.5
SLC22A1,17332.5
RYR2,15824.5
S100PBP,10102.5
SLC22A13,9727.0
RXRG,16147.5
SLC15A5,9085.5
SLC25A42,12889.0
SLC25A43,2988.0
SLC35F4,6013.5
SLC38A3,11619.0
SLC35C2,7448.0
SLC38A7,13255.0
SLC13A2,7687.0
SH3TC1,7894.0
SLC6A18,6028.0
SLC35A4,10954.5
SLC6A20,11100.5
SLC26A10,6852.5
SLC41A1,16750.0
SLC38A1,13560.5
MRPS35,9887.0
RTL6,12112.0
RTN1,8673.0
SNRNP70,19562.5
RUNX1,17212.0
RTP2,11482.5
S1PR2,18441.0
SLC22A18,12599.0
S1PR4,9535.5
SLC35F6,10476.0
SLC39A6,7823.5
SPATA31A6,1435.5
SPATA31A7,5429.5
SLC35D2,4697.0
SLC39A9,5007.5
SLC25A46,6315.0
SIX6OS1,12327.0
SLC45A1,6832.0
SPACA3,8267.0
SLC45A3,11884.5
SAA1,12928.0
SAFB2,13068.5
SLC6A16,5694.5
SLC6A17,12612.5
RPP21,7269.5
RPS15A,10677.5
SPZ1,7730.0
U2SURP,7584.0
SRF,16866.0
SRGAP2,10873.5
SRP14,5434.0
SRP19,13271.5
RPS18,13850.5
SRP72,12832.5
SRPK2,8575.0
SRPK3,6542.0
SRPRB,11955.5
SRPX2,12274.0
SRRM2,14803.0
SRRT,9557.5
SRR,18457.0
SRSF10,16767.0
SRSF11,8939.0
SPRY4,9915.0
SQOR,9922.5
SRA1,10600.0
SREBF2,10869.5
CTTN,12259.0
SRL,10045.5
SREK1,3706.0
RPS17,8212.5
SRGAP2B,9514.5
SRGAP2C,7740.0
SERGEF,5557.5
SRGN,12021.0
SRGAP3,10460.5
SRP9,10352.5
SRSF12,9046.0
SRSF2,9726.0
RPP25,12907.0
RPRML,9988.0
SMC2,5665.5
SMCHD1,14103.5
RRNAD1,5248.0
RRP1B,11685.5
AARS2,12340.0
RPTN,5429.5
SQSTM1,15702.5
SRSF4,7011.5
SRSF7,6321.0
RPS5,11498.5
SWT1,5126.0
RPS8,8753.5
SPIRE2,4842.0
SPINT1,16352.5
SPINT2,18494.0
SPINT3,11085.5
SUPV3L1,12063.5
SOWAHA,5306.0
SWI5,11747.0
SWAP70,8658.5
RPS7,15434.0
RASL10A,6368.5
RSPH4A,12333.0
SPIRE1,8636.5
RPS4Y1,1178.0
SUV39H1,12005.5
SWSAP1,8308.0
RSAD1,2639.5
RASL10B,2118.0
RPP40,7623.5
RSAD2,17761.5
RSRC1,12835.0
MRPS18A,4362.5
MRPS9,11733.0
SGK1,10959.5
SGK3,14027.5
POLRMT,7969.5
SPIN1,11267.5
SPIN3,16689.5
RPS15,15703.0
ROBO1,16529.0
POLR2F,13522.0
POLR2D,7818.5
RPEL1,3639.5
RPGRIP1,6546.5
RP9,11231.0
ZNRD1,9795.0
RPS13,18334.0
PDCD11,15891.0
RRP7BP,1158.0
RPL28,13767.0
RPL36,10782.5
RPP14,13111.0
RPRD2,7272.5
RPRM,11900.5
SMC3,11137.5
SPRY2,13171.5
SRP68,13845.5
SRPRA,11597.5
SRRM3,6652.0
SRRM5,7281.5
RPS19,11212.0
SRSF5,15696.0
SRSF6,17250.5
RPS23,8190.5
RRAGA,11338.0
RRAGD,12908.5
RPL18,7536.5
RPL35A,11277.5
RPL36AL,8194.0
RPL37,12151.5
RPL38,13463.0
RPL39,8137.0
RPL41,7925.0
RIOK3,12770.5
RITA1,9269.5
RPL37AP8,1056.0
RPL39L,5230.5
RRAGB,7399.0
RRBP1,11866.5
RPL18A,6712.0
RPS10,7769.5
RPL36A,8127.5
RPS14,17385.0
SERAC1,11739.5
HRC,11401.5
SCARF2,14215.5
SCARF1,10815.0
SRFBP1,12726.5
SRGAP1,10821.0
SRMS,11010.5
RPL23,10550.5
RPL26,8025.0
RPL27A,7914.5
RPS3A,9368.0
RPL34,6922.5
RPL27,7442.5
FAU,13784.5
RPL3,12411.5
RPL4,15850.0
RPL7A,12865.5
RALGAPB,6752.0
RPL19,13954.0
RPL22,9864.5
RPL23A,8805.5
RPL26L1,2824.0
SPRY3,13937.0
SREK1IP1,5746.5
RPS16,14103.5
SORBS1,14787.0
SORBS2,12945.5
SRCAP,7101.0
SRCIN1,16565.5
SSC5D,4010.5
,1082.0
SRC,11512.5
MRPL17,2688.0
RNF170,11639.5
RNF215,7454.0
RNF122,11256.5
ROPN1L,4956.5
ROR1,10913.0
POLR3G,13777.5
POLR3D,15629.5
RRP36,6060.5
RPL6,8442.0
RNASE1,9669.0
MRPL50,3388.5
RNPC3,9916.5
RNASE11,4130.0
HNRNPA1,10988.5
POLR1A,11776.5
ROCK2,9536.0
POLR2H,11797.5
POLR1B,4529.0
POLR3F,9599.5
RPF2,8091.5
POLR3K,10197.5
RAPGEF5,9381.0
POLR3A,15445.0
RPE65,19438.5
RPN2,11465.5
RPF1,8638.5
RMND1,8712.5
RNF150,11763.5
DROSHA,17091.0
RNF166,12156.0
RNF5,14022.5
RNF24,10528.5
RNASEK,9609.0
RNASE10,11520.0
RNPS1,14052.5
ROMO1,11647.5
RP1L1,9999.0
POLR2K,13059.0
CD3EAP,13845.5
POLR2B,17848.5
CRCP,13691.5
RNF165,5134.5
RNF13,8490.5
ELAC1,10211.5
HNRNPAB,10210.5
POLR3B,8320.0
POLR2L,11737.5
RNF213,9615.0
RNF149,5653.0
RNF217,5879.0
RNF187,13621.0
RNF157,11616.5
RNF43,14811.0
RNF44,12291.5
RNASEH1,12422.5
RNASEH2B,10929.0
RNASE12,4032.5
ROPN1B,3683.0
RAPGEF1,11442.5
POLR2I,7967.5
RPE,16594.0
MRPL24,9147.0
RNF207,11660.0
RNF114,13324.5
RNF175,5566.5
RANBP3L,5996.5
RNF223,4143.5
RNF128,8701.5
RNF167,7074.5
RNF4,13632.5
RNASE13,4734.5
TROVE2,9535.0
MRPL2,10277.5
MRPL51,11768.0
RSL24D1,8660.0
MRPL43,3950.0
MRPL22,6856.5
MRPL30,4988.0
MRPL45,9528.5
MRPL46,4430.0
MRPL55,11339.5
RMC1,13504.5
MRPL40,11478.5
RNASE7,9152.0
RNF216,12667.5
RNF151,11022.5
RNF19A,6949.0
RNF139,9639.5
UBOX5,10262.0
SBK2,11365.0
RNASEH2C,6658.0
RNPEPL1,6082.5
RORC,10476.0
RLF,4597.5
RLBP1,14258.0
MRPL34,6647.0
MRPL27,5083.5
RNASEL,11328.0
RNF169,5748.5
RNF8,12156.0
ELAC2,12005.5
ROBO3,12525.5
POLR2A,18281.5
HNRNPA3,10012.5
RNF208,6391.5
SBK1,10724.0
RNF11,14444.5
RLIM,16042.0
RNASEH2A,11666.5
ROM1,16289.0
MST1R,19374.5
ROR2,15723.0
ROPN1,14417.0
SPIN4,9475.0
AARS,19393.5
RSBN1,10690.0
MRPS17,7166.5
MRPS31,11486.5
SYAP1,10573.0
RSBN1L,6518.0
RASL11A,10371.5
RSPH9,4785.5
RSPO4,8797.5
MRPS16,3100.0
RTCA,7989.5
MRPS14,5398.5
RTKN,12826.5
RTP4,5503.0
SNRPF,8362.5
SNRPGP15,1128.0
RYK,17774.5
S100A4,19233.5
SLC12A1,18478.0
SLC25A33,10102.5
SLC28A3,13018.0
MRPS5,13161.5
MRPS15,5286.0
RTL3,11098.5
RTL8B,8031.5
RTBDN,7873.5
RPUSD1,4496.5
MRPS28,10913.5
RTF1,8906.0
SNRPG,10595.5
S100A16,9952.0
STK11IP,4464.5
SLC15A1,12306.5
RXRB,10515.5
SLC26A2,13468.5
SLC29A1,19289.5
SLC22A17,13916.0
SLC39A1,11740.0
RYBP,11861.5
SLC22A25,9075.0
SLC39A5,10383.5
S100Z,3571.5
SPATA31A5,4767.5
SLC23A1,10863.0
SLC23A2,12211.5
SLC36A1,13736.0
RSPH6A,6819.0
RSPH1,13365.5
RSPRY1,10475.0
RPSA,19255.5
RTL5,13121.5
RUFY3,9589.5
RTEL1,17972.5
RTFDC1,7750.0
RUVBL2,16361.5
SLC13A5,14767.0
SLC20A2,18529.5
S100A6,15114.5
SLC19A3,16037.5
SLC12A4,8899.0
RPS9,13091.5
MRPS10,4939.5
RWDD2B,6025.0
RSF1,7388.5
RSPH3,6468.0
RSPO2,11313.5
KARS,10434.0
MRPS24,8263.0
RSU1,10057.0
MRPS18C,4785.0
RTL1,9378.0
RUFY2,7690.0
RTN4,11771.5
RUNDC3A,5949.5
MRPS12,7708.5
RTL4,14749.5
C16orf58,9717.5
MRPS27,5593.0
RTCB,13246.5
RTP1,14661.0
RSPH14,8435.5
MRPS7,15532.0
RTP5,4807.5
MRPS22,6439.5
MRPS25,9937.0
RTN2,13934.0
RSC1A1,3183.0
RASL11B,5392.5
SNRPN,15375.5
MRPS2,4351.0
RSRC2,6028.0
RSRP1,11243.0
MRPS18B,9351.0
MRPS33,2814.5
RTN4IP1,11570.5
RTRAF,13791.0
RTL8C,9877.0
RUBCN,12067.0
RTP3,12936.5
ROBO2,11300.5
RP1,10600.5
HNRNPA2B1,17069.0
POLR2G,12824.5
RPH3AL,10236.0
TWISTNB,3221.5
AGXT,14784.5
RMDN2,12056.0
MRPL48,9627.5
RNF19B,10704.5
RNF31,11384.5
RNF34,13723.5
RNASET2,10664.0
UBA52,12942.0
MRPL11,5341.0
MRPL18,7718.0
MRPL3,8667.5
MRPL13,10269.5
MRPL33,9965.5
MRPL20,8760.0
RMND5A,11359.0
RMND5B,8017.0
MRPL37,5811.5
MRPL23,4730.0
RNF141,7636.5
MRPL49,13852.5
RANBP6,4483.0
RNF133,4912.5
RRN3P1,900.0
RRN3P2,895.0
RNF26,12553.0
RNF32,6809.0
RNF38,7168.0
RNF10,10711.5
SBK3,7983.5
RNF14,10792.0
RNF17,7597.5
RNLS,11996.5
MRPL1,8214.0
MRPL9,2771.5
MRPL21,2243.0
MRPL16,5080.5
RMI1,16487.5
RNF145,9018.5
RNF112,9932.5
RNF148,4173.5
RNF181,6586.0
RNASE9,7181.0
RNF219,7331.0
RNF220,11797.0
RNF126,9179.0
RND1,17664.0
RNF39,11855.5
RNFT2,8162.0
RPLP1,14941.5
RPLP0P6,891.0
RMDN1,10953.5
RNF182,8093.0
RBMXL1,5538.5
RNF222,11124.0
RNF185,8921.0
RNF227,1004.0
URI1,10914.5
RNF138,13573.5
RNF168,13475.5
SBDS,12669.0
RNFT1,8297.0
RNF6,9991.0
MRPL10,8892.5
MRPL52,6199.0
MRPL54,4611.0
MRPL47,13458.0
MRPL38,7962.0
RNF146,8602.0
RNASE2,19305.5
RNF125,8096.5
RNF224,1013.0
RND2,10957.5
RPL9,17445.5
MRPL42,11769.0
RMDN3,15427.5
MRPL44,7237.5
MRPL36,14920.5
RNASE4,8859.5
RNF212,11062.5
RNF186,13364.5
RNF135,8673.0
RNF25,7318.5
RND3,13309.5
RNF41,7820.0
RPLP2,16049.0
MRPL4,8582.0
MRPL28,12423.5
MRPL53,5021.0
RMI2,12784.0
RNF111,9159.0
RNF180,14092.0
RNASE8,11110.5
RNF123,12594.5
RPL7,10634.0
RPL8,11510.5
MRPL12,9285.0
MRPL19,11396.5
MRPL14,11495.5
MRPL41,11127.5
MRPL15,2273.5
MRPL35,3621.0
MRPL32,1679.0
RPLP0,14336.0
RNASE6,5842.0
RNF214,6545.0
RNF121,6505.5
RBMXL2,11453.0
RNF152,6122.5
HNRNPA0,10015.0
RPAP2,10263.5
RPP25L,3364.5
POLR2J2,8655.0
POLR2J,7071.5
RPIA,9214.5
POLR3C,6013.5
POLR2E,12570.0
RAP1GAP2,8945.0
SMIM19,5377.5
TRIM21,18253.5
ROBO4,14030.5
ROGDI,10565.0
RORA,11070.5
POLR3GL,12531.0
RPH3A,13807.5
POLR3H,11821.5
RAPGEF2,14740.5
RAPGEF6,11089.5
RPP30,11275.5
MRPL39,8222.5
RNF115,12588.0
RNF183,4868.5
RNF225,1505.0
RBMXL3,10438.0
RNF103,16381.0
RPN1,14543.5
POLR1D,12867.5
RPS6KL1,6901.5
POLR2J3,6995.5
SMC1A,10146.0
SOD1,16684.5
RRP12,10064.5
RRN3,10441.5
RRP1,12509.5
SOD3,12016.5
RPS10P5,1227.0
ROCK1,13511.5
,1239.0
RPAP3,16120.0
RORB,12295.0
POLR1E,12521.5
ROS1,16856.5
RAPGEF3,14284.0
RAPGEFL1,2026.0
SGIP1,11858.0
POLR2C,12929.0
POLR1D,13319.0
RPAP1,5559.5
RPGR,12737.5
SGF29,11249.5
RPP38,9406.5
RPRD1B,12284.0
POLR1C,17540.0
POLR3E,8871.5
RAPGEF4,15838.5
RAP1GAP,12504.5
POP4,16874.5
SMC4,15809.0
SMC5,16504.0
RRP15,7638.5
SEPHS2,12336.0
SPRR2A,11790.0
SPRR3,10912.5
SPRED1,12425.0
SSX2,9712.5
SSX4,6350.5
SSX5,8090.5
SSX6,1217.0
SSX7,3491.5
SSX8,1188.0
TRDC,1205.0
TRDD1,1212.0
SULT1C2,6475.5
ST13P4,1312.0
SULT1C4,14311.5
STK17A,13526.0
TRDV2,1280.0
ST20,8963.5
SULT6B1,6071.0
SULT1A1,16951.0
ST7,7509.5
STK38L,8332.5
STAG3L1,1261.0
STAG3L3,1263.0
STARD10,13371.5
STAB1,15517.5
STAG1,17914.0
STAG2,17619.5
STAC3,12981.0
STAM,7478.0
STAP1,8685.5
STAT3,12025.0
STK25,12526.0
STIMATE,7464.0
STK26,9288.5
STK31,4382.0
TMEM173,17242.0
STEAP1B,10783.0
STK10,9311.0
NR5A1,16106.0
STOML1,12166.0
STOML2,13506.0
STK16,11633.0
STOM,14289.5
TRH,10506.5
STRN3,3960.5
STRN4,8268.0
STPG4,5207.0
STARD3NL,6064.0
STT3A,10414.0
STT3B,8582.5
STXBP1,16073.5
TRIM40,12305.5
STXBP4,4993.0
TRIM42,3975.0
TRIM43,3079.0
TRIM47,11171.5
TRIM49,3770.5
TRIM55,6248.5
TRIM56,8562.0
TRIM59,11123.5
TRIM60,10965.0
TRIM65,10227.5
TRIM66,8783.5
TRIM67,13365.5
TRIM4,11465.0
TRIP12,13111.0
TRMT61A,11296.0
SUFU,18422.5
SUGP2,5370.5
RBPJ,13413.5
SUMO2,17099.5
SUMO1P1,1272.0
SURF2,13107.5
SERPINB10,17564.5
SPCS3,7819.5
SPDYE4,10948.0
SPDYE5,3498.0
SERPINI2,10143.5
SPRR1B,10628.0
SPPL2A,12448.0
SPON1,9204.5
TOR2A,6293.5
SMS,6310.0
SPATA19,5742.5
TOR3A,9087.0
SPINDOC,3747.5
SPATA25,6644.5
SPTAN1,9374.0
SPTBN2,13936.5
SPTY2D1OS,292.0
SPATA45,8754.5
SUPT5H,14104.0
SLC37A3,9728.5
TRAPPC3,13807.0
SPANXN3,8632.0
SPANXN4,9632.5
SPANXN5,5682.0
SERTAD2,12033.5
SERTAD3,12737.0
SSBP2,5396.5
SSSCA1,7449.5
SERTM1,3366.5
ALDH5A1,10437.5
SULT4A1,9273.0
STARD6,4719.5
STARD9,12330.0
STAG3,6234.5
STAMBPL1,11383.0
TRERF1,9072.0
STAT1,16723.5
STAP2,18175.5
STAT2,9727.5
STC1,14984.5
TREM1,16933.5
STEAP1,9945.5
STH,14894.5
TF,9348.5
STMN3,5951.0
STMN4,14199.0
TRGC2,302.0
STOX2,7902.5
STON1,12822.5
STON2,11143.0
STPG1,7629.5
STPG3,11046.5
TRIM13,18094.0
STRCP1,223.0
STRC,9403.5
TRIM23,5312.0
TRIM25,11194.0
STUM,9135.5
TRIM27,12204.0
TRIM31,17938.5
STX6,10163.5
STX7,11848.0
STX8,13040.5
TRIM37,7536.5
TRIM38,4869.0
TRIM39,6550.5
STXBP6,8024.0
TRIM46,15133.0
TRIM48,6233.5
TRIM50,7851.5
TRIM51,10435.0
TRIM52,11726.5
TRIM54,13111.0
SUMF1,17656.0
SUN2,16708.5
SURF6,11422.0
SUSD4,10098.5
SV2C,6444.0
SVBP,6118.5
SVEP1,14464.5
SVIL,13451.0
SVIP,6274.0
SVOPL,2850.5
SVOP,7967.0
TRPM1,9071.5
TRPM2,11825.0
TRPM3,10049.5
TRPM4,13188.0
TRPM5,16384.5
TRPM6,13958.5
TRPM7,10251.5
SYDE1,6548.0
SPOCD1,12898.5
SPPL2C,10158.0
SPATA13,11822.0
SPATA20,9899.5
SPANXD,6134.5
SPTSSB,14398.5
SPTB,9970.0
TRAPPC5,6160.0
SPTLC2,12335.0
SPTLC3,11241.0
SRY,222.0
SSBP1,14277.0
TPRN,13133.5
SSH3,10271.5
SSH1,14236.5
SSTR1,13225.5
TAPBPL,8202.0
TAPBP,16568.5
TPST1,14885.5
SSR4,12512.5
SSR1,8297.0
,219.0
TRAK1,9790.0
TRAM2,7339.0
TRAP1,7582.0
TRAT1,14763.0
SSU72,15880.5
SSX1,13404.5
SSX3,8547.5
SSUH2,5391.5
SULT1A3,13873.5
SULT1A4,8069.5
TRDJ1,268.0
SULT1C3,6483.0
ST14,11017.0
TRDV1,267.0
TRDV3,266.0
ST18,10843.5
SULT2A1,11739.5
SULT2B1,13939.5
STK32C,12607.5
STAT5B,16925.5
STARD13,13971.5
STARD8,15119.0
STAMBP,16387.0
STAR,18523.5
STBD1,7829.5
STARD3,13348.5
STARD4,6184.0
STATH,11017.5
STAU2,6249.0
STIL,13189.5
STIM1,11678.5
STIM2,12217.5
STK33,8866.5
STK39,10483.0
STK3,5936.0
STMND1,7968.0
STK11,16511.0
STK19,11802.0
TNP1,11680.0
TCHH,13955.5
TNP2,13993.5
STRA8,15794.5
STPG2,5422.0
STRADA,10484.0
STRIP1,9994.5
STRIP2,9022.0
SPR,14630.5
SPRR2E,8741.5
SPON2,8316.5
SSBP4,11566.5
TPRKB,9762.0
PPAN,16651.0
SSMEM1,6896.0
SSPN,9346.5
SSPO,252.0
SSTR2,19463.0
SSTR3,15797.5
SSTR4,11634.5
TPST2,11979.0
SSR2,15907.5
SSTR5,15223.0
TPTE2,14772.5
TPTE,10819.5
TNFRSF13B,17328.0
THRAP3,8795.5
TRAM1L1,9160.0
TXNRD3NB,8239.5
TRIM43B,391.0
TRIM49B,5987.5
TRIM49C,2631.0
TRIM49D1,7996.0
TRPC5OS,424.0
TRMT61B,8695.5
TRIM64B,1535.0
TRIM64C,408.0
TRABD,10165.0
TRADD,11642.0
TRAF3,10714.0
TRAF4,15783.5
TRAF6,10100.5
TRAF7,8441.5
TRAIP,9281.0
TRBC1,342.0
TRBC2,332.0
SSX9,77.0
SS18,13343.5
,73.0
